influencer_id,name,influencer_type,mapped_outlet_id,state,city,mobile,loyalty_tier,last_app_login,data_quality_note
PIDINF000399,Revathi Reddy,Painter,PIDOUT005970,Andhra Pradesh,Vijayawada,9762392175,Bronze,17/10/2024,inactive but purchases seen
PIDINF000400,Chandra Khan,Waterproofing applicator,PIDOUT008190,Karnataka,Mangaluru,8354925791,Bronze,2025-08-12,name in local language in app
PIDINF000401,Venkatesh Iyer,Mason,PIDOUT004018,Karnataka,Davanagere,9367070761,Bronze,09/10/2024,mapped to old outlet
PIDINF000402,Revathi Nair,Carpenter,PIDOUT000699,TAMILNADU,Tirunelveli,9653479328,Inactive,2025-04-24,inactive but purchases seen
PIDINF000403,Revathi Varma,Tile contractor,PIDOUT005414,Andhra Pradesh,Nellore,9687685659,Inactive,2024-07-18,
PIDINF000404,Deepak Menon,Carpenter,PIDOUT003097,Telangana,Mahbubnagar,9718642971,Gold,2025-10-06,mapped to old outlet
PIDINF000405,Hari Menon,Waterproofing applicator,PIDOUT002629,Tamil Nadu,Cuddalore,8392826663,Platinum,,inactive but purchases seen
PIDINF000406,Sanjay Nair,Carpenter,PIDOUT008515,Tamil Nadu,Salem,NA,Silver,2024-10-23,name in local language in app
PIDINF000407,Naveen Prasad,Tile contractor,PIDOUT004932,Andhra Pradesh,Rajahmundry,6298118527,Silver,2026-03-19,
PIDINF000408,Rafiq Prasad,Painter,PIDOUT007895,Kerala,Kollam,6999526361,Inactive,,mapped to old outlet
PIDINF000409,Lokesh Iyer,Waterproofing applicator,PIDOUT003667,Karnataka,Belagavi,6484347515,Inactive,2024-04-01,mapped to old outlet
PIDINF000410,Priya Acharya,Tile contractor,PIDOUT006688,Tamil Nadu,Thanjavur,8397675408,Silver,22/01/2025,same mobile as dealer
PIDINF000411,Irfan Joseph,Tile contractor,PIDOUT002351,Tamil Nadu,Madurai,9416895180,Inactive,2024-04-07,same mobile as dealer
PIDINF000412,Kavya Acharya,Mason,PIDOUT006087,Tamil Nadu,Cuddalore,7284399826,Gold,06/04/2025,same mobile as dealer
PIDINF000413,Ganesh Iyer,Painter,PIDOUT006714,Kerala,Kollam,9744925491,Silver,03-Oct-24,mapped to old outlet
PIDINF000414,Geetha Babu,Waterproofing applicator,PIDOUT005930,Tamil Nadu,Coimbatore,9765738582,Silver,05/07/2024,name in local language in app
PIDINF000415,Yusuf Menon,Mason,PIDOUT000699,Karnataka,Tumakuru,9066423503,Platinum,2025-07-07,mapped to old outlet
PIDINF000416,Anand Joseph,Waterproofing applicator,PIDOUT008485,Karnataka,Bengaluru,8218168451,Silver,13/11/2025,inactive but purchases seen
PIDINF000417,Anand Nair,Tile contractor,PIDOUT007513,Karnataka,Hubballi,8595470504,Silver,,inactive but purchases seen
PIDINF000418,Rafiq Khan,Tile contractor,PIDOUT004958,TELANGANA,Mahbubnagar,6109339054,Inactive,04/17/2025,inactive but purchases seen
PIDINF000419,Yusuf Varma,Mason,PIDOUT008821,Andhra Pradesh,Ongole,8853326781,Bronze,,inactive but purchases seen
PIDINF000420,Farida Varma,Mason,PIDOUT007962,Andhra Pradesh,Visakhapatnam,8855868808,Platinum,25-Aug-24,inactive but purchases seen
PIDINF000421,Lokesh Das,Painter,PIDOUT003071,TAMILNADU,Tirunelveli,7866023749,Bronze,2025-07-07,mapped to old outlet
PIDINF000422,Meena Gowda,Mason,PIDOUT006764,Andhra Pradesh,Vijayawada,9278660212,Inactive,,
PIDINF000423,Sanjay Khan,Painter,PIDOUT003731,Telangana,Adilabad,6897897779,Platinum,,same mobile as dealer
PIDINF000424,Farida Reddy,Painter,PIDOUT008310,Andhra Pradesh,Rajahmundry,6619995590,Platinum,2025-02-14,name in local language in app
PIDINF000425,Deepak Khan,Mason,PIDOUT005427,Karnataka,Hubballi,8947330047,Platinum,2025-04-03,name in local language in app
PIDINF000426,Bala Nair,Carpenter,PIDOUT008655,Tamil Nadu,Hosur,7052446060,Platinum,2025-12-20,inactive but purchases seen
PIDINF000427,Senthil Prasad,Carpenter,PIDOUT003113,Kerala,Kottayam,6904443754,Inactive,2024-08-17,same mobile as dealer
PIDINF000428,Ganesh Reddy,Carpenter,PIDOUT007056,ANDHRA,Kadapa,6707951465,Gold,2025-06-04,same mobile as dealer
PIDINF000429,Geetha Das,Painter,PIDOUT005298,KARNATAKA,Hubballi,9073875009,Platinum,2024-06-08,name in local language in app
PIDINF000430,Sowmya Menon,Tile contractor,PIDOUT001698,Andhra Pradesh,Visakhapatnam,6214674115,Inactive,2025-07-27,inactive but purchases seen
PIDINF000431,Lakshmi Varma,Painter,PIDOUT004154,Karnataka,Shivamogga,7670325196,Silver,02-May-25,inactive but purchases seen
PIDINF000432,Hari Kumar,Carpenter,PIDOUT005098,Tamil Nadu,Thanjavur,9559277296,Platinum,2025-12-03,inactive but purchases seen
PIDINF000433,Jagan Acharya,Painter,PIDOUT007913,Tamil Nadu,Chennai,0,Silver,2025-10-11,inactive but purchases seen
PIDINF000434,Naveen Shetty,Painter,PIDOUT000921,Karnataka,Davanagere,7177151500,Platinum,,inactive but purchases seen
PIDINF000435,Anand Gowda,Waterproofing applicator,PIDOUT002483,Karnataka,Raichur,8231558766,Inactive,15/06/2024,same mobile as dealer
PIDINF000436,Karthik Acharya,Carpenter,PIDOUT001553,Karnataka,Bengaluru,9379606275,Platinum,09/04/2025,mapped to old outlet
PIDINF000437,Senthil Naidu,Carpenter,PIDOUT006634,TS,Hyderabad,8035415352,Gold,30/01/2026,name in local language in app
PIDINF000438,Senthil Reddy,Painter,PIDOUT007411,Tamil Nadu,Trichy,7430003681,Bronze,2025-08-10,name in local language in app
PIDINF000439,Revathi Naidu,Mason,PIDOUT007181,Tamil Nadu,Trichy,7730458825,Gold,2024-10-21,inactive but purchases seen
PIDINF000440,Jagan Acharya,Painter,PIDOUT005459,Telangana,Siddipet,7266858941,Inactive,2025-09-05,same mobile as dealer
PIDINF000441,Deepak Patil,Mason,PIDOUT004143,Telangana,Mahbubnagar,6368126782,Gold,2024-04-22,name in local language in app
PIDINF000442,Lokesh Rao,Carpenter,PIDOUT001446,Andhra Pradesh,Ongole,7983290095,Gold,03/12/2025,same mobile as dealer
PIDINF000443,Priya Pillai,Tile contractor,PIDOUT007261,Tamil Nadu,Hosur,8238105129,Bronze,2025-06-30,inactive but purchases seen
PIDINF000444,Kavya Rao,Waterproofing applicator,PIDOUT001958,Andhra Pradesh,Guntur,7079380303,Inactive,2024-11-02,same mobile as dealer
PIDINF000445,Karthik Reddy,Tile contractor,PIDOUT000130,Kerala,Kochi,9230578270,Bronze,2025-03-01,mapped to old outlet
PIDINF000446,Chandra Menon,Tile contractor,PIDOUT004085,Tamilnadu,Coimbatore,7310163806,Bronze,2024-12-22,inactive but purchases seen
PIDINF000447,Venkatesh Shetty,Waterproofing applicator,PIDOUT004349,Karnataka,Raichur,7758741977,Gold,,
PIDINF000448,Bala Das,Mason,PIDOUT008331,Tamil Nadu,Thanjavur,6767484226,Inactive,2024-12-03,same mobile as dealer
PIDINF000449,Bala Shetty,Carpenter,PIDOUT004954,Telangana,Warangal,6074417333,Platinum,2026-02-01,inactive but purchases seen
PIDINF000450,Kavya Patil,Painter,PIDOUT008954,Telangana,Khammam,7326383808,Bronze,2025-01-27,same mobile as dealer
PIDINF000451,Yusuf Naidu,Carpenter,PIDOUT004146,Telangana,Suryapet,9571912896,Gold,,inactive but purchases seen
PIDINF000452,Priya Pillai,Waterproofing applicator,PIDOUT005991,TS,Mahbubnagar,8924017864,Inactive,2024-05-21,mapped to old outlet
PIDINF000453,Venkatesh Naidu,Waterproofing applicator,PIDOUT004681,Andhra Pradesh,Guntur,8986429882,Bronze,2024-11-01,mapped to old outlet
PIDINF000454,Lokesh Menon,Mason,PIDOUT001565,Kerala,Thiruvananthapuram,7809602187,Gold,,
PIDINF000455,Deepak Menon,Painter,PIDOUT000147,Tamil Nadu,Cuddalore,7769821017,Silver,2026-03-06,inactive but purchases seen
PIDINF000456,Priya Khan,Painter,PIDOUT001616,Tamil Nadu,Tirunelveli,9872939981,Platinum,,inactive but purchases seen
PIDINF000457,Bala Iyer,Waterproofing applicator,PIDOUT003711,Karnataka,Shivamogga,7980207057,Gold,2025-09-12,mapped to old outlet
PIDINF000458,Revathi Joseph,Waterproofing applicator,PIDOUT001271,Telangana,Hyderabad,7942403005,Gold,,inactive but purchases seen
PIDINF000459,Chandra Nair,Mason,PIDOUT004204,Karnataka,Bengaluru,8481666204,Gold,,inactive but purchases seen
PIDINF000460,Ganesh Khan,Carpenter,PIDOUT001006,Karnataka,Kalaburagi,9382027618,Inactive,2025-10-28,inactive but purchases seen
PIDINF000461,Geetha Varma,Carpenter,PIDOUT000191,Kerala,Palakkad,9999999999,Silver,2025-07-09,mapped to old outlet
PIDINF000462,Lokesh Varma,Waterproofing applicator,PIDOUT002221,Telangana,Adilabad,9792009983,Bronze,11/29/2025,same mobile as dealer
PIDINF000463,Geetha Nair,Carpenter,PIDOUT001791,Tamil Nadu,Coimbatore,8733964966,Inactive,2024-06-27,name in local language in app
PIDINF000464,Naveen Shetty,Mason,PIDOUT003229,Andhra Pradesh,Kurnool,6185961090,Platinum,,name in local language in app
PIDINF000465,Meena Gowda,Tile contractor,PIDOUT005267,Telangana,Mahbubnagar,9080433627,Gold,2025-09-18,name in local language in app
PIDINF000466,Geetha Acharya,Mason,PIDOUT003217,Karnataka,Tumakuru,8053515635,Bronze,2024-09-10,same mobile as dealer
PIDINF000467,Jagan Reddy,Mason,PIDOUT004446,Tamil Nadu,Tirunelveli,9451389687,Silver,2024-11-30,name in local language in app
PIDINF000468,Kavya Gowda,Waterproofing applicator,PIDOUT004590,Karnataka,Davanagere,8478593844,Bronze,2024-05-16,mapped to old outlet
PIDINF000469,Meena Menon,Waterproofing applicator,PIDOUT003311,Kerala,Alappuzha,7491246084,Silver,2025-09-08,mapped to old outlet
PIDINF000470,Priya Khan,Carpenter,PIDOUT008222,Tamil Nadu,Salem,7819624953,Platinum,06/02/2024,
PIDINF000471,Priya Prasad,Tile contractor,PIDOUT006529,Tamil Nadu,Coimbatore,6605225282,Platinum,2025-11-03,mapped to old outlet
PIDINF000472,Bala Prasad,Waterproofing applicator,PIDOUT004029,Puducherry,Puducherry,9943162842,Bronze,2024-10-25,
PIDINF000473,Prakash Rao,Mason,PIDOUT001640,Tamil Nadu,Vellore,9809252456,Bronze,2024-06-28,mapped to old outlet
PIDINF000474,Meena Gowda,Carpenter,PIDOUT005406,Telangana,Khammam,9929056053,Bronze,2024-05-12,inactive but purchases seen
PIDINF000475,Lakshmi Patil,Painter,PIDOUT004083,Kerala,Palakkad,7080215867,Silver,2025-12-14,same mobile as dealer
PIDINF000476,Farida Acharya,Waterproofing applicator,PIDOUT006333,Tamil Nadu,Tirunelveli,8184818048,Inactive,2024-06-19,
PIDINF000477,Anand Joseph,Painter,PIDOUT002308,Tamil Nadu,Cuddalore,9779969460,Gold,07/11/2025,same mobile as dealer
PIDINF000478,Arun Menon,Carpenter,PIDOUT006464,Tamil Nadu,Kanchipuram,7357831195,Inactive,2024-08-28,name in local language in app
PIDINF000479,Lakshmi Babu,Waterproofing applicator,PIDOUT001184,KERALA,Kannur,8194718044,Inactive,,name in local language in app
PIDINF000480,Suresh Iyer,Painter,PIDOUT008218,Tamil Nadu,Trichy,8516696555,Gold,2026-03-25,same mobile as dealer
PIDINF000481,Irfan Iyer,Painter,PIDOUT002475,Kerala,Kannur,9515366213,Gold,,same mobile as dealer
PIDINF000482,Ganesh Patil,Waterproofing applicator,PIDOUT005133,Tamil Nadu,Erode,7793179042,Inactive,2024-08-03,same mobile as dealer
PIDINF000483,Revathi Menon,Waterproofing applicator,PIDOUT007749,Andhra Pradesh,Tirupati,8426533986,Bronze,2024-07-27,name in local language in app
PIDINF000484,Hari Acharya,Waterproofing applicator,PIDOUT000948,Telangana,Adilabad,6751548488,Gold,03/07/2025,
PIDINF000485,Yusuf Patil,Painter,PIDOUT003979,Kerala,Palakkad,6883215662,Platinum,2024-12-17,
PIDINF000486,Farida Patil,Carpenter,PIDOUT005439,TN,Chennai,8039046830,Inactive,2026-02-21,mapped to old outlet
PIDINF000487,Senthil Prasad,Waterproofing applicator,PIDOUT006832,Karnataka,Davanagere,8961936022,Platinum,2025-04-19,name in local language in app
PIDINF000488,Lokesh Pillai,Carpenter,PIDOUT003400,Karnataka,Shivamogga,8425344442,Bronze,2025-10-11,inactive but purchases seen
PIDINF000489,Manoj Das,Waterproofing applicator,PIDOUT001439,Tamil Nadu,Madurai,9242052414,Bronze,22-Apr-25,inactive but purchases seen
PIDINF000490,Senthil Iyer,Mason,PIDOUT004629,Telangana,Adilabad,,Gold,2025-09-03,name in local language in app
PIDINF000491,Sowmya Babu,Tile contractor,PIDOUT007638,Tamil Nadu,Chennai,9252383550,Gold,2024-06-10,inactive but purchases seen
PIDINF000492,Sowmya Nair,Mason,PIDOUT002974,Telangana,Siddipet,8717364052,Platinum,2025-06-19,same mobile as dealer
PIDINF000493,Kavya Acharya,Tile contractor,PIDOUT001434,Karnataka,Kalaburagi,8800786008,Gold,08-Jul-25,same mobile as dealer
PIDINF000494,Kavya Das,Waterproofing applicator,PIDOUT008202,Andhra Pradesh,Kadapa,0,Silver,2024-04-07,
PIDINF000495,Senthil Naidu,Carpenter,PIDOUT006104,Tamil Nadu,Madurai,6037362264,Gold,2025-03-20,mapped to old outlet
PIDINF000496,Prakash Rao,Waterproofing applicator,PIDOUT005029,Tamil Nadu,Trichy,7358589150,Bronze,2025-06-21,same mobile as dealer
PIDINF000497,Chandra Acharya,Painter,PIDOUT004666,Tamil Nadu,Vellore,9769819884,Inactive,2025-11-18,same mobile as dealer
PIDINF000498,Lakshmi Nair,Tile contractor,PIDOUT003585,Tamil Nadu,Erode,9308561870,Inactive,,
PIDINF000499,Meena Acharya,Tile contractor,PIDOUT005363,Tamil Nadu,Erode,9797207847,Inactive,,inactive but purchases seen
PIDINF000500,Naveen Joseph,Mason,PIDOUT000141,Puducherry,Puducherry,6895661063,Gold,,
PIDINF000501,Prakash Pillai,Waterproofing applicator,PIDOUT002930,Tamil Nadu,Chennai,6931998622,Gold,2025-06-01,same mobile as dealer
PIDINF000502,Arun Acharya,Carpenter,PIDOUT005676,Kerala,Thrissur,9608146149,Gold,04/09/2025,mapped to old outlet
PIDINF000503,Ganesh Iyer,Mason,PIDOUT008781,Andhra Pradesh,Kurnool,7316634548,Gold,2024-11-25,
PIDINF000504,Bala Varma,Tile contractor,PIDOUT005715,Andhra Pradesh,Nellore,9806120334,Bronze,2025-03-24,
PIDINF000505,Karthik Varma,Waterproofing applicator,PIDOUT006024,Kerala,Kollam,9581134372,Bronze,,same mobile as dealer
PIDINF000506,Venkatesh Joseph,Mason,PIDOUT007065,KARNATAKA,Tumakuru,6819992510,Inactive,,name in local language in app
PIDINF000507,Prakash Iyer,Carpenter,PIDOUT001568,Karnataka,Udupi,7155633194,Gold,01/08/2024,mapped to old outlet
PIDINF000508,Manoj Menon,Tile contractor,PIDOUT005576,Telangana,Mahbubnagar,7721286946,Silver,2024-06-17,mapped to old outlet
PIDINF000509,Chandra Joseph,Painter,PIDOUT001688,Kerala,Kottayam,7324655472,Platinum,,
PIDINF000510,Lokesh Rao,Painter,PIDOUT001082,Andhra Pradesh,Vijayawada,7608547301,Gold,2025-03-25,mapped to old outlet
PIDINF000511,Lokesh Naidu,Tile contractor,PIDOUT008543,TELANGANA,Siddipet,8144273458,Silver,2024-08-10,
PIDINF000512,Yusuf Rao,Painter,PIDOUT002701,Tamil Nadu,Madurai,9537919533,Silver,2025-01-09,inactive but purchases seen
PIDINF000513,Geetha Iyer,Painter,PIDOUT004481,Tamil Nadu,Vellore,8261538427,Bronze,17/06/2025,name in local language in app
PIDINF000514,Venkatesh Kumar,Waterproofing applicator,PIDOUT004656,Andhra Pradesh,Visakhapatnam,6274012966,Platinum,2025-04-03,mapped to old outlet
PIDINF000515,Chandra Babu,Mason,PIDOUT000262,Andhra Pradesh,Kurnool,8344285729,Inactive,2024-12-23,
PIDINF000516,Rafiq Pillai,Carpenter,PIDOUT007457,Kerala,Alappuzha,7523209692,Platinum,2025-03-19,same mobile as dealer
PIDINF000517,Bala Reddy,Painter,PIDOUT004465,Tamil Nadu,Trichy,6887107961,Platinum,,inactive but purchases seen
PIDINF000518,Lokesh Kumar,Tile contractor,PIDOUT005667,Telangana,Karimnagar,7406404165,Gold,2024-10-04,same mobile as dealer
PIDINF000519,Arun Reddy,Waterproofing applicator,PIDOUT001267,Telangana,Adilabad,8155849399,Platinum,2025-11-03,mapped to old outlet
PIDINF000520,Geetha Rao,Mason,PIDOUT007498,Kerala,Palakkad,9334522745,Platinum,2025-12-06,
PIDINF000521,Deepak Gowda,Tile contractor,PIDOUT002252,Tamil Nadu,Coimbatore,7325290540,Silver,2026-03-13,
PIDINF000522,Kavya Kumar,Mason,PIDOUT002186,Andhra Pradesh,Ongole,7624788436,Gold,2025-06-04,inactive but purchases seen
PIDINF000523,Bala Joseph,Painter,PIDOUT006137,Andhra Pradesh,Nellore,8013543629,Bronze,2024-10-01,
PIDINF000524,Naveen Rao,Waterproofing applicator,PIDOUT006658,Andhra Pradesh,Kurnool,9999999999,Bronze,2025-02-05,same mobile as dealer
PIDINF000525,Sowmya Patil,Carpenter,PIDOUT000157,Telangana,Adilabad,9029111061,Platinum,,
PIDINF000526,Senthil Rao,Tile contractor,PIDOUT005551,Andhra Pradesh,Anantapur,8041024398,Platinum,,mapped to old outlet
PIDINF000527,Senthil Rao,Carpenter,PIDOUT006191,Kerala,Kozhikode,9764807201,Gold,2025-04-27,same mobile as dealer
PIDINF000528,Geetha Nair,Carpenter,PIDOUT002813,Tamil Nadu,Kanchipuram,9774875777,Inactive,2025-08-09,name in local language in app
PIDINF000529,Arun Rao,Mason,PIDOUT005653,Andhra Pradesh,Anantapur,7990316086,Gold,2025-06-06,same mobile as dealer
PIDINF000530,Venkatesh Patil,Carpenter,PIDOUT003604,Andhra Pradesh,Guntur,7367329145,Silver,2025-03-30,same mobile as dealer
PIDINF000531,Irfan Menon,Waterproofing applicator,PIDOUT001367,Karnataka,Mangaluru,8876616060,Gold,12-May-24,same mobile as dealer
PIDINF000532,Farida Reddy,Carpenter,PIDOUT007549,Telangana,Adilabad,7122719322,Platinum,2025-07-07,same mobile as dealer
PIDINF000533,Sanjay Prasad,Carpenter,PIDOUT005769,Telangana,Suryapet,8333972090,Silver,2025-07-09,mapped to old outlet
PIDINF000534,Priya Pillai,Painter,PIDOUT001072,Karnataka,Kalaburagi,8480774449,Gold,12/30/2024,name in local language in app
PIDINF000535,Revathi Pillai,Carpenter,PIDOUT003255,Kerala,Palakkad,7992760085,Gold,2024-05-27,mapped to old outlet
PIDINF000536,Anand Babu,Tile contractor,PIDOUT000163,Tamilnadu,Cuddalore,6103967199,Silver,2026-03-17,mapped to old outlet
PIDINF000537,Jagan Acharya,Carpenter,PIDOUT006347,Tamil Nadu,Chennai,6887508136,Platinum,2024-07-06,mapped to old outlet
PIDINF000538,Chandra Reddy,Tile contractor,PIDOUT002369,Kerala,Thiruvananthapuram,7050824458,Inactive,2025-10-07,name in local language in app
PIDINF000539,Lakshmi Prasad,Painter,PIDOUT008004,Andhra Pradesh,Ongole,9999999999,Inactive,2026-01-21,mapped to old outlet
PIDINF000540,Anand Joseph,Tile contractor,PIDOUT002797,KARNATAKA,Tumakuru,7339225299,Silver,2025-09-09,same mobile as dealer
PIDINF000541,Sowmya Nair,Painter,PIDOUT003276,Karnataka,Mangaluru,9461633156,Platinum,2025-02-04,mapped to old outlet
PIDINF000542,Geetha Shetty,Mason,PIDOUT008419,Tamil Nadu,Vellore,9283825222,Bronze,02/27/2026,mapped to old outlet
PIDINF000543,Venkatesh Khan,Painter,PIDOUT000848,Tamil Nadu,Trichy,8202749128,Silver,03/07/2025,name in local language in app
PIDINF000544,Chandra Varma,Painter,PIDOUT000923,Tamil Nadu,Salem,9997759676,Inactive,2025-06-08,mapped to old outlet
PIDINF000545,Farida Rao,Tile contractor,PIDOUT001875,Tamil Nadu,Cuddalore,9483447405,Silver,2026-03-29,inactive but purchases seen
PIDINF000546,Anand Varma,Waterproofing applicator,PIDOUT004411,Andhra Pradesh,Tirupati,8943084839,Bronze,2026-02-13,same mobile as dealer
PIDINF000547,Hari Prasad,Mason,PIDOUT006073,Telangana,Nalgonda,9486742509,Silver,2025-11-29,
PIDINF000548,Yusuf Patil,Painter,PIDOUT001753,Telangana,Nizamabad,6525519616,Silver,13/02/2026,
PIDINF000549,Geetha Joseph,Carpenter,PIDOUT004863,Karnataka,Kalaburagi,7220801018,Gold,03/09/2024,inactive but purchases seen
PIDINF000550,Chandra Kumar,Waterproofing applicator,PIDOUT002179,Andhra Pradesh,Tirupati,7234214117,Platinum,2024-10-04,mapped to old outlet
PIDINF000551,Chandra Das,Waterproofing applicator,PIDOUT004049,Tamil Nadu,Madurai,9785012581,Bronze,10/19/2024,same mobile as dealer
PIDINF000552,Priya Varma,Mason,PIDOUT005233,Tamil Nadu,Thanjavur,6182136767,Silver,2025-06-23,inactive but purchases seen
PIDINF000553,Arun Rao,Carpenter,PIDOUT008580,Karnataka,Hubballi,6405918009,Silver,11/04/2024,name in local language in app
PIDINF000554,Sowmya Patil,Waterproofing applicator,PIDOUT001023,Telangana,Adilabad,9022043618,Silver,2025-02-01,name in local language in app
PIDINF000555,Suresh Menon,Tile contractor,PIDOUT002687,KARNATAKA,Mangaluru,7648632432,Gold,2025-05-09,inactive but purchases seen
PIDINF000556,Senthil Rao,Mason,PIDOUT002533,Andhra Pradesh,Nellore,9718978755,Bronze,12/06/2025,inactive but purchases seen
PIDINF000557,Hari Kumar,Mason,PIDOUT007541,Andhra Pradesh,Visakhapatnam,9590621229,Inactive,,
PIDINF000558,Geetha Nair,Waterproofing applicator,PIDOUT001212,Telangana,Suryapet,6617732129,Bronze,,
PIDINF000559,Lakshmi Rao,Tile contractor,PIDOUT001265,Tamil Nadu,Kanchipuram,7776823018,Platinum,06-Jul-24,same mobile as dealer
PIDINF000560,Senthil Rao,Painter,PIDOUT005249,Karnataka,Mangaluru,6635533433,Platinum,2024-10-17,name in local language in app
PIDINF000561,Sanjay Iyer,Tile contractor,PIDOUT002913,Telangana,Khammam,6405720858,Gold,2025-03-26,inactive but purchases seen
PIDINF000562,Jagan Naidu,Waterproofing applicator,PIDOUT004667,Tamil Nadu,Hosur,9779321300,Silver,10-Jun-24,name in local language in app
PIDINF000563,Hari Pillai,Painter,PIDOUT005878,Karnataka,Hubballi,6504989406,Gold,2025-11-13,mapped to old outlet
PIDINF000564,Prakash Reddy,Mason,PIDOUT000967,Karnataka,Mangaluru,9581157922,Gold,2024-08-07,
PIDINF000565,Hari Naidu,Painter,PIDOUT002657,Telangana,Suryapet,8247771432,Gold,2025-08-15,inactive but purchases seen
PIDINF000566,Meena Kumar,Waterproofing applicator,PIDOUT008902,Karnataka,Davanagere,7760988008,Silver,,
PIDINF000567,Revathi Naidu,Mason,PIDOUT005594,Tamil Nadu,Hosur,8186962631,Inactive,2025-09-03,mapped to old outlet
PIDINF000568,Sanjay Menon,Mason,PIDOUT008060,Telangana,Khammam,9196848333,Bronze,2025-10-02,same mobile as dealer
PIDINF000569,Lakshmi Patil,Painter,PIDOUT007557,TS,Warangal,8172833500,Platinum,27/03/2025,inactive but purchases seen
PIDINF000570,Yusuf Menon,Painter,PIDOUT006355,Kerala,Alappuzha,9428895047,Silver,08/09/2025,name in local language in app
PIDINF000571,Kavya Rao,Waterproofing applicator,PIDOUT007981,Karnataka,Hubballi,8197885136,Inactive,2024-04-05,mapped to old outlet
PIDINF000572,Yusuf Pillai,Painter,PIDOUT001816,Andhra Pradesh,Vijayawada,8470701212,Bronze,2024-08-05,mapped to old outlet
PIDINF000573,Suresh Das,Carpenter,PIDOUT002141,Karnataka,Bengaluru,6234505993,Inactive,18/06/2025,name in local language in app
PIDINF000574,Lakshmi Gowda,Tile contractor,PIDOUT001287,Tamil Nadu,Hosur,9768871169,Platinum,2024-11-11,
PIDINF000575,Meena Varma,Tile contractor,PIDOUT003018,Telangana,Siddipet,6235773826,Bronze,,inactive but purchases seen
PIDINF000576,Farida Acharya,Mason,PIDOUT002479,Andhra Pradesh,Guntur,7104684622,Bronze,2026-02-23,inactive but purchases seen
PIDINF000577,Manoj Naidu,Mason,PIDOUT006051,Tamil Nadu,Thanjavur,6593907330,Silver,2025-07-05,
PIDINF000578,Kavya Joseph,Waterproofing applicator,PIDOUT008760,Kerala,Thiruvananthapuram,9625718774,Bronze,2024-11-29,inactive but purchases seen
PIDINF000579,Anand Naidu,Waterproofing applicator,PIDOUT000015,KARNATAKA,Bengaluru,9191578999,Platinum,2026-02-21,
PIDINF000580,Lokesh Pillai,Tile contractor,PIDOUT003407,Tamil Nadu,Erode,8253198696,Silver,2025-01-07,name in local language in app
PIDINF000581,Prakash Rao,Mason,PIDOUT006863,Kerala,Kannur,8712084876,Platinum,2025-09-23,inactive but purchases seen
PIDINF000582,Senthil Khan,Carpenter,PIDOUT003515,Kerala,Kottayam,9396588802,Bronze,,
PIDINF000583,Meena Iyer,Carpenter,PIDOUT008513,Telangana,Mahbubnagar,7027601138,Silver,,name in local language in app
PIDINF000584,Farida Rao,Mason,PIDOUT002884,Tamil Nadu,Tirunelveli,6430619775,Silver,2024-05-07,name in local language in app
PIDINF000585,Hari Menon,Painter,PIDOUT008445,Telangana,Karimnagar,9564212015,Inactive,2026-02-08,name in local language in app
PIDINF000586,Jagan Reddy,Mason,PIDOUT006484,Kerala,Kottayam,6864840012,Bronze,11/13/2024,
PIDINF000587,Bala Shetty,Carpenter,PIDOUT003575,Tamil Nadu,Vellore,6927948721,Inactive,2025-04-11,inactive but purchases seen
PIDINF000588,Chandra Shetty,Painter,PIDOUT006157,Tamil Nadu,Coimbatore,6746425280,Platinum,04/07/2024,
PIDINF000589,Sowmya Menon,Mason,PIDOUT008518,Karnataka,Belagavi,0,Gold,2024-06-21,
PIDINF000590,Chandra Gowda,Waterproofing applicator,PIDOUT000406,Karnataka,Shivamogga,7078669714,Bronze,2024-04-16,inactive but purchases seen
PIDINF000591,Revathi Das,Tile contractor,PIDOUT005906,Tamil Nadu,Coimbatore,7944442336,Gold,2026-01-29,name in local language in app
PIDINF000592,Revathi Rao,Waterproofing applicator,PIDOUT001483,Karnataka,Ballari,7210903930,Silver,2025-04-17,name in local language in app
PIDINF000593,Ganesh Shetty,Tile contractor,PIDOUT007894,TG,Adilabad,8554611498,Inactive,2025-02-10,name in local language in app
PIDINF000594,Sowmya Khan,Tile contractor,PIDOUT002218,Karnataka,Mysuru,6839912008,Silver,2025-03-18,name in local language in app
PIDINF000595,Anand Shetty,Waterproofing applicator,PIDOUT005227,Tamil Nadu,Salem,9878026193,Inactive,25/08/2025,name in local language in app
PIDINF000596,Chandra Prasad,Waterproofing applicator,PIDOUT006965,Tamil Nadu,Kanchipuram,7035582041,Silver,18-May-25,name in local language in app
PIDINF000597,Geetha Nair,Waterproofing applicator,PIDOUT005018,Kerala,Thiruvananthapuram,8528475779,Platinum,01/04/2025,
PIDINF000598,Venkatesh Prasad,Carpenter,PIDOUT003682,Telangana,Suryapet,9934992238,Platinum,2024-07-26,inactive but purchases seen
PIDINF000599,Revathi Babu,Carpenter,PIDOUT002286,Tamil Nadu,Hosur,6524968055,Inactive,2024-07-08,name in local language in app
PIDINF000600,Sowmya Iyer,Carpenter,PIDOUT001407,Tamil Nadu,Cuddalore,8824163217,Platinum,2024-06-14,name in local language in app
PIDINF000601,Chandra Kumar,Mason,PIDOUT001045,Karnataka,Raichur,8559220474,Platinum,31/01/2025,mapped to old outlet
