farmer_id,farmer_name,mapped_store_id,mapped_dealer_id,state,district,village,mobile,primary_crop,acreage,irrigation,data_quality_note
CORFRM0001428,Venkatesh Khan,CORSTR00969,,Andhra Pradesh,Tirupati,Palem,7740045438,Coconut,31.33,drip,mapped to nearest store
CORFRM0001429,Revathi Kumar,CORSTR00355,CORDLR001869,KARNATAKA,Shivamogga,Palem,9999999999,Mango,19.84,canal,mapped to nearest store
CORFRM0001430,Arun Gowda,CORSTR00834,,Andhra Pradesh,Visakhapatnam,Palem,7788267241,Banana,11.78,rainfed,
CORFRM0001431,Arun Varma,CORSTR00978,CORDLR000743,Telangana,Warangal,Kottapalli,7565476590,Maize,15.28,drip,crop not updated
CORFRM0001432,Karthik Gowda,CORSTR01034,,Karnataka,Dakshina Kannada,Kottapalli,7161364526,Coconut,25.96,drip,crop not updated
CORFRM0001433,Ganesh Das,CORSTR00900,,Karnataka,Mysuru,Melur,9306894649,Coconut,26.82,canal,mapped to nearest store
CORFRM0001434,Bala Kumar,CORSTR00569,CORDLR001730,Telangana,Suryapet,Pudur,6301224055,Cotton,1.19,canal,mapped to nearest store
CORFRM0001435,Meena Varma,CORSTR00933,CORDLR002035,Telangana,Warangal,Melur,NA,Paddy,2.39,rainfed,same mobile in family
CORFRM0001436,Irfan Shetty,CORSTR00966,,TELANGANA,Karimnagar,Melur,8814683079,Sugarcane,6.92,drip,mapped to nearest store
CORFRM0001437,Geetha Shetty,CORSTR00723,CORDLR000065,Andhra Pradesh,Anantapur,Halli,6947048837,Coconut,30.81,drip,mapped to nearest store
CORFRM0001438,Rafiq Pillai,CORSTR01046,,Andhra Pradesh,Tirupati,Kottapalli,8352598070,Chilli,13.96,borewell,village spelling mismatch
CORFRM0001439,Chandra Das,CORSTR00330,,Telangana,Hyderabad,Cheruvu,9725270903,Vegetables,3.85,unknown,village spelling mismatch
CORFRM0001440,Bala Rao,CORSTR00659,,Telangana,Suryapet,Melur,8557050812,Paddy,32.26,canal,same mobile in family
CORFRM0001441,Jagan Pillai,CORSTR00528,CORDLR000766,Telangana,Hyderabad,Melur,9999999999,Chilli,17.89,canal,village spelling mismatch
CORFRM0001442,Yusuf Khan,CORSTR00509,,Andhra Pradesh,Prakasam,Ongole Rural,6658552701,Coconut,25.03,borewell,
CORFRM0001443,Lakshmi Prasad,CORSTR00185,CORDLR002367,Andhra Pradesh,Nellore,Cheruvu,6698156416,Banana,7.0,canal,mapped to nearest store
CORFRM0001444,Senthil Das,CORSTR00765,,Telangana,Karimnagar,Melur,7066663282,Coconut,29.72,unknown,crop not updated
CORFRM0001445,Meena Kumar,CORSTR00378,,Karnataka,Kalaburagi,Rampur,8330615951,Banana,25.47,unknown,mapped to nearest store
CORFRM0001446,Arun Babu,CORSTR00136,,Andhra Pradesh,Kakinada,Palem,8120774071,Mango,32.85,canal,
CORFRM0001447,Revathi Iyer,CORSTR00517,,Andhra Pradesh,Kurnool,Cheruvu,6835450729,Cotton,18.88,canal,same mobile in family
CORFRM0001448,Revathi Nair,CORSTR00025,,KARNATAKA,Davanagere,Pudur,8661668952,Banana,6.97,unknown,
CORFRM0001449,Deepak Khan,CORSTR00043,,Telangana,Siddipet,Halli,7316913165,Cotton,27.32,drip,
CORFRM0001450,Lokesh Reddy,CORSTR00928,,Telangana,Karimnagar,Karimnagar Rural,8047065116,Coconut,17.98,drip,mapped to nearest store
CORFRM0001451,Arun Joseph,CORSTR00933,,Telangana,Siddipet,Cheruvu,7544134990,Maize,8.32,drip,mapped to nearest store
CORFRM0001452,Deepak Khan,CORSTR00862,,A.P.,Kakinada,Kakinada Rural,7889723268,Vegetables,32.48,drip,village spelling mismatch
CORFRM0001453,Ganesh Joseph,CORSTR00207,CORDLR002250,Andhra Pradesh,Anantapur,Cheruvu,9969262366,Coconut,20.03,borewell,mapped to nearest store
CORFRM0001454,Lakshmi Nair,CORSTR00662,,Telangana,Adilabad,Melur,9272118858,Turmeric,2.59,drip,mapped to nearest store
CORFRM0001455,Farida Nair,CORSTR00482,CORDLR001536,Telangana,Mahbubnagar,Rampur,6830443495,Paddy,34.68,rainfed,village spelling mismatch
CORFRM0001456,Sowmya Kumar,CORSTR00867,,Karnataka,Dharwad,Cheruvu,7922525907,Maize,24.17,borewell,mapped to nearest store
CORFRM0001457,Senthil Reddy,CORSTR00563,,Andhra Pradesh,Nellore,Nellore Rural,8169713437,Groundnut,27.66,canal,crop not updated
CORFRM0001458,Arun Iyer,CORSTR00716,CORDLR000146,ANDHRA,Nellore,Melur,8760105008,Maize,31.45,canal,mapped to nearest store
CORFRM0001459,Manoj Khan,CORSTR00010,CORDLR001427,AP,Tirupati,Rampur,9388062390,Maize,14.61,canal,
CORFRM0001460,Karthik Acharya,CORSTR00272,CORDLR000381,Telangana,Nizamabad,Kottapalli,7909393289,Groundnut,23.34,rainfed,crop not updated
CORFRM0001461,Bala Rao,CORSTR00608,CORDLR002092,Andhra Pradesh,Prakasam,Rampur,8105308376,Sugarcane,33.16,canal,
CORFRM0001462,Prakash Gowda,CORSTR00228,,Telangana,Siddipet,Palem,9856573393,Groundnut,10.57,borewell,mapped to nearest store
CORFRM0001463,Suresh Patil,CORSTR00383,CORDLR000814,Karnataka,Mysuru,Halli,,Mango,7.41,drip,
CORFRM0001464,Lakshmi Das,CORSTR00893,,Andhra Pradesh,Visakhapatnam,Pudur,6425195242,Banana,12.21,drip,crop not updated
CORFRM0001465,Hari Iyer,CORSTR00006,,Karnataka,Tumakuru,Halli,6671956011,Mango,28.78,canal,mapped to nearest store
CORFRM0001466,Rafiq Iyer,CORSTR00133,CORDLR001618,Karnataka,Bengaluru Urban,Bengaluru Rural,7622700527,Paddy,2.4,unknown,
CORFRM0001467,Senthil Patil,CORSTR00710,,Andhra Pradesh,Visakhapatnam,Kottapalli,8659674468,Coconut,32.45,canal,crop not updated
CORFRM0001468,Prakash Patil,CORSTR00010,,Karnataka,Dakshina Kannada,Palem,8767681302,Groundnut,19.59,drip,crop not updated
CORFRM0001469,Irfan Khan,CORSTR00842,,Andhra Pradesh,Krishna,Vijayawada Rural,9999999999,Maize,30.96,drip,village spelling mismatch
CORFRM0001470,Manoj Gowda,CORSTR00178,,Telangana,Warangal,Cheruvu,8779380386,Groundnut,8.97,borewell,same mobile in family
CORFRM0001471,Yusuf Varma,CORSTR00180,,Telangana,Adilabad,Kottapalli,7725862439,Mango,27.11,canal,same mobile in family
CORFRM0001472,Geetha Naidu,CORSTR00547,CORDLR002688,Karnataka,Udupi,Kottapalli,8672258120,Vegetables,33.07,rainfed,same mobile in family
CORFRM0001473,Chandra Menon,CORSTR00028,,Andhra Pradesh,Kadapa,Cheruvu,8247021472,Sugarcane,15.38,borewell,
CORFRM0001474,Meena Khan,CORSTR00238,,Karnataka,Udupi,Pudur,7162698274,Mango,24.54,drip,crop not updated
CORFRM0001475,Jagan Rao,CORSTR00494,,TG,Suryapet,Rampur,9040155724,Maize,5.23,unknown,same mobile in family
CORFRM0001476,Meena Acharya,CORSTR00937,,Telangana,Nizamabad,Halli,9448957854,Vegetables,3.94,rainfed,crop not updated
CORFRM0001477,Ganesh Naidu,CORSTR00605,,Andhra Pradesh,Tirupati,Pudur,7853468248,Banana,31.94,drip,mapped to nearest store
CORFRM0001478,Senthil Patil,CORSTR00151,CORDLR002984,Karnataka,Dakshina Kannada,Rampur,6148331172,Chilli,5.14,canal,crop not updated
CORFRM0001479,Sanjay Joseph,CORSTR00344,,Tamil Nadu,Erode,Kottapalli,7460040274,Chilli,25.87,unknown,village spelling mismatch
CORFRM0001480,Revathi Babu,CORSTR00838,,Telangana,Mahbubnagar,Palem,6796490371,Vegetables,12.62,borewell,crop not updated
CORFRM0001481,Lokesh Das,CORSTR00191,,Karnataka,Davanagere,Rampur,6499492111,Banana,15.16,borewell,crop not updated
CORFRM0001482,Deepak Varma,CORSTR00177,,Karnataka,Shivamogga,Pudur,7567660291,Cotton,4.28,drip,mapped to nearest store
CORFRM0001483,Karthik Babu,CORSTR00447,,Andhra Pradesh,Kurnool,Palem,8468062626,Cotton,20.1,canal,village spelling mismatch
CORFRM0001484,Farida Khan,CORSTR01003,,Karnataka,Raichur,Kottapalli,6493334554,Coconut,14.95,unknown,mapped to nearest store
CORFRM0001485,Karthik Prasad,CORSTR00566,CORDLR002112,Andhra Pradesh,Kadapa,Halli,6328788401,Groundnut,29.3,rainfed,mapped to nearest store
CORFRM0001486,Sowmya Naidu,CORSTR00173,,Karnataka,Belagavi,Kottapalli,7536168526,Mango,18.94,drip,mapped to nearest store
CORFRM0001487,Ganesh Varma,CORSTR00475,CORDLR002144,Karnataka,Raichur,Rampur,9429137304,Chilli,8.41,canal,same mobile in family
CORFRM0001488,Rafiq Das,CORSTR01094,CORDLR000801,Telangana,Warangal,Warangal Rural,9145363638,Coconut,2.88,canal,same mobile in family
CORFRM0001489,Jagan Prasad,CORSTR00448,,Andhra Pradesh,Visakhapatnam,Halli,9205215005,Mango,16.75,rainfed,
CORFRM0001490,Jagan Menon,CORSTR00986,CORDLR000145,Andhra Pradesh,Nellore,Kottapalli,6485224349,Vegetables,32.26,rainfed,
CORFRM0001491,Geetha Patil,CORSTR00212,,Telangana,Adilabad,Palem,6034300281,Mango,16.42,canal,same mobile in family
CORFRM0001492,Manoj Das,CORSTR00648,CORDLR002492,Andhra Pradesh,Anantapur,Palem,8866734494,Banana,0.63,unknown,crop not updated
CORFRM0001493,Lakshmi Prasad,CORSTR00387,,Telangana,Siddipet,Cheruvu,6189790925,Mango,30.86,drip,village spelling mismatch
CORFRM0001494,Irfan Nair,CORSTR00966,CORDLR001815,Telangana,Suryapet,Kottapalli,9721546298,Paddy,15.9,borewell,
CORFRM0001495,Deepak Menon,CORSTR01106,,Karnataka,Kalaburagi,Rampur,9767974894,Paddy,12.16,canal,
CORFRM0001496,Rafiq Kumar,CORSTR01053,CORDLR002103,Karnataka,Ballari,Cheruvu,6450592580,Cotton,2.44,canal,
CORFRM0001497,Revathi Joseph,CORSTR00236,,Andhra Pradesh,Visakhapatnam,Pudur,9761787126,Cotton,9.56,borewell,mapped to nearest store
CORFRM0001498,Rafiq Pillai,CORSTR01039,CORDLR002225,Karnataka,Mysuru,Kottapalli,9191294729,Vegetables,33.79,unknown,
CORFRM0001499,Geetha Reddy,CORSTR01107,,Telangana,Siddipet,Kottapalli,6331077910,Mango,33.88,borewell,mapped to nearest store
CORFRM0001500,Naveen Joseph,CORSTR00061,CORDLR000962,Telangana,Nalgonda,Palem,7841766464,Chilli,9.13,unknown,same mobile in family
CORFRM0001501,Deepak Khan,CORSTR00619,CORDLR001379,Karnataka,Bengaluru Urban,Rampur,6492974117,Groundnut,1.26,borewell,crop not updated
CORFRM0001502,Priya Das,CORSTR00653,CORDLR000429,Andhra Pradesh,Kakinada,Kottapalli,8738267538,Sugarcane,9.06,borewell,village spelling mismatch
CORFRM0001503,Prakash Kumar,CORSTR00363,,AP,Kurnool,Halli,NA,Groundnut,11.65,unknown,village spelling mismatch
CORFRM0001504,Suresh Rao,CORSTR00195,,Karnataka,Mysuru,Kottapalli,9906651729,Turmeric,22.99,canal,village spelling mismatch
CORFRM0001505,Geetha Acharya,CORSTR00263,,Telangana,Nizamabad,Kottapalli,8743629764,Chilli,2.59,rainfed,crop not updated
CORFRM0001506,Suresh Naidu,CORSTR00381,,Telangana,Nizamabad,Kottapalli,9334881915,Vegetables,14.87,unknown,mapped to nearest store
CORFRM0001507,Lokesh Rao,CORSTR00638,CORDLR001086,Andhra Pradesh,Krishna,Palem,8206675751,Paddy,34.15,borewell,mapped to nearest store
CORFRM0001508,Sowmya Kumar,CORSTR00296,,Andhra Pradesh,Anantapur,Melur,0,Banana,34.63,drip,same mobile in family
CORFRM0001509,Ganesh Reddy,CORSTR00479,,Andhra Pradesh,Tirupati,Pudur,9717430043,Cotton,0.87,canal,mapped to nearest store
CORFRM0001510,Deepak Rao,CORSTR00943,,A.P.,Tirupati,Palem,9310708125,Chilli,20.96,canal,mapped to nearest store
CORFRM0001511,Kavya Pillai,CORSTR00218,,Telangana,Khammam,Kottapalli,6876571142,Turmeric,9.07,borewell,crop not updated
CORFRM0001512,Revathi Pillai,CORSTR00468,CORDLR000847,Karnataka,Bengaluru Urban,Rampur,9404555860,Turmeric,9.04,drip,
CORFRM0001513,Prakash Prasad,CORSTR00606,,Telangana,Adilabad,Adilabad Rural,9243357092,Paddy,12.33,unknown,same mobile in family
CORFRM0001514,Sowmya Varma,CORSTR00839,CORDLR002656,Karnataka,Belagavi,Pudur,9168688152,Chilli,5.72,rainfed,village spelling mismatch
CORFRM0001515,Ganesh Iyer,CORSTR00880,CORDLR000352,TG,Nalgonda,Kottapalli,6524652976,Turmeric,26.16,borewell,mapped to nearest store
CORFRM0001516,Meena Menon,CORSTR00567,,Telangana,Nalgonda,Halli,6913648088,Chilli,3.6,drip,crop not updated
CORFRM0001517,Priya Menon,CORSTR00383,,AP,Krishna,Pudur,9390021298,Maize,18.75,drip,same mobile in family
CORFRM0001518,Lokesh Gowda,CORSTR00488,,KA,Mysuru,Palem,8581527914,Turmeric,28.74,rainfed,village spelling mismatch
CORFRM0001519,Ganesh Varma,CORSTR00435,CORDLR002795,KARNATAKA,Belagavi,Kottapalli,9469490262,Sugarcane,29.74,unknown,crop not updated
CORFRM0001520,Farida Nair,CORSTR00922,,Andhra Pradesh,Kurnool,Pudur,9992916749,Banana,9.88,borewell,
CORFRM0001521,Ganesh Varma,CORSTR00258,,Andhra Pradesh,Nellore,Nellore Rural,9598044845,Cotton,14.99,rainfed,mapped to nearest store
CORFRM0001522,Geetha Nair,CORSTR00435,,Telangana,Nalgonda,Palem,7607253490,Mango,4.05,drip,crop not updated
CORFRM0001523,Naveen Joseph,CORSTR00058,,Karnataka,Raichur,Rampur,9793710168,Paddy,27.21,canal,mapped to nearest store
CORFRM0001524,Sowmya Naidu,CORSTR00585,,Andhra Pradesh,Guntur,Kottapalli,9708031927,Paddy,8.2,borewell,village spelling mismatch
CORFRM0001525,Deepak Iyer,CORSTR00630,,Telangana,Warangal,Palem,7888556441,Banana,2.15,unknown,same mobile in family
CORFRM0001526,Anand Pillai,CORSTR00572,,Telangana,Karimnagar,Palem,7751655804,Coconut,32.11,drip,crop not updated
CORFRM0001527,Priya Babu,CORSTR01102,CORDLR001527,Andhra Pradesh,Nellore,Cheruvu,7379842999,Paddy,2.79,canal,
CORFRM0001528,Bala Varma,CORSTR00725,CORDLR001965,Karnataka,Dharwad,Halli,6893407171,Coconut,7.12,drip,mapped to nearest store
CORFRM0001529,Sanjay Patil,CORSTR00230,CORDLR002509,Andhra Pradesh,East Godavari,Halli,7899684381,Turmeric,34.32,rainfed,
CORFRM0001530,Lakshmi Khan,CORSTR00639,CORDLR000452,Karnataka,Udupi,Melur,8339591384,Paddy,1.22,canal,
CORFRM0001531,Jagan Iyer,CORSTR01014,,Andhra Pradesh,Anantapur,Cheruvu,7404519919,Coconut,9.16,drip,mapped to nearest store
CORFRM0001532,Venkatesh Pillai,CORSTR00070,,Andhra Pradesh,Kakinada,Pudur,9802763177,Paddy,1.01,rainfed,
CORFRM0001533,Hari Varma,CORSTR00496,,ANDHRA,Kurnool,Palem,0,Paddy,33.47,drip,same mobile in family
CORFRM0001534,Arun Nair,CORSTR00185,,Andhra Pradesh,Prakasam,Palem,9993885843,Turmeric,3.52,rainfed,village spelling mismatch
CORFRM0001535,Kavya Rao,CORSTR00027,CORDLR002292,Andhra Pradesh,Kurnool,Kottapalli,6548167644,Cotton,23.42,borewell,
CORFRM0001536,Naveen Kumar,CORSTR00309,,TELANGANA,Siddipet,Halli,7253896907,Sugarcane,25.79,unknown,
CORFRM0001537,Naveen Nair,CORSTR00040,,Telangana,Warangal,Pudur,6743056389,Chilli,19.76,rainfed,village spelling mismatch
CORFRM0001538,Senthil Naidu,CORSTR00962,CORDLR000818,Andhra Pradesh,Kadapa,Pudur,8806883602,Sugarcane,16.32,drip,village spelling mismatch
CORFRM0001539,Arun Kumar,CORSTR00555,CORDLR001297,Telangana,Warangal,Pudur,9637920570,Cotton,28.57,borewell,mapped to nearest store
CORFRM0001540,Naveen Naidu,CORSTR00958,,Telangana,Adilabad,Pudur,6855228335,Vegetables,20.73,unknown,same mobile in family
CORFRM0001541,Arun Menon,CORSTR01002,,Andhra Pradesh,Nellore,Rampur,7873249023,Chilli,24.71,drip,village spelling mismatch
CORFRM0001542,Senthil Babu,CORSTR00794,CORDLR000064,Andhra Pradesh,Kadapa,Kottapalli,8602394342,Banana,5.3,canal,village spelling mismatch
CORFRM0001543,Manoj Iyer,CORSTR00820,,Andhra Pradesh,Prakasam,Pudur,7330522019,Chilli,21.14,drip,
CORFRM0001544,Karthik Joseph,CORSTR00149,CORDLR002151,Telangana,Warangal,Kottapalli,9291947267,Banana,13.24,drip,mapped to nearest store
CORFRM0001545,Lokesh Varma,CORSTR00639,CORDLR002384,TG,Nizamabad,Kottapalli,8581483192,Maize,26.37,rainfed,same mobile in family
CORFRM0001546,Karthik Acharya,CORSTR00360,,Karnataka,Belagavi,Cheruvu,,Paddy,30.15,borewell,crop not updated
CORFRM0001547,Revathi Rao,CORSTR00286,,Telangana,Adilabad,Adilabad Rural,9972615541,Banana,21.41,drip,same mobile in family
CORFRM0001548,Revathi Babu,CORSTR00959,,Andhra Pradesh,East Godavari,Cheruvu,6269979618,Chilli,22.91,rainfed,mapped to nearest store
CORFRM0001549,Rafiq Acharya,CORSTR00617,,Andhra Pradesh,Krishna,Rampur,9901856946,Coconut,7.41,rainfed,crop not updated
CORFRM0001550,Venkatesh Iyer,CORSTR00279,CORDLR002968,Telangana,Nizamabad,Kottapalli,9999999999,Vegetables,8.16,rainfed,same mobile in family
CORFRM0001551,Yusuf Kumar,CORSTR00456,,Telangana,Nizamabad,Kottapalli,7109636902,Maize,8.81,drip,crop not updated
CORFRM0001552,Prakash Kumar,CORSTR00067,,Telangana,Nalgonda,Kottapalli,7598547027,Cotton,33.65,borewell,mapped to nearest store
CORFRM0001553,Suresh Prasad,CORSTR00023,CORDLR000980,Andhra Pradesh,Guntur,Rampur,6474753220,Vegetables,22.26,borewell,same mobile in family
CORFRM0001554,Yusuf Kumar,CORSTR00683,CORDLR000437,Andhra Pradesh,Nellore,Rampur,8361862554,Banana,2.55,unknown,mapped to nearest store
CORFRM0001555,Senthil Pillai,CORSTR00529,,Andhra Pradesh,Anantapur,Rampur,9206383319,Cotton,21.09,rainfed,same mobile in family
CORFRM0001556,Irfan Varma,CORSTR00248,,Karnataka,Udupi,Pudur,7292257979,Maize,11.8,rainfed,crop not updated
CORFRM0001557,Farida Patil,CORSTR00695,,Andhra Pradesh,Kadapa,Halli,6385581825,Vegetables,30.5,canal,
CORFRM0001558,Venkatesh Kumar,CORSTR00919,,Andhra Pradesh,Kadapa,Halli,8354766507,Coconut,21.8,canal,same mobile in family
CORFRM0001559,Suresh Rao,CORSTR00638,,Telangana,Nalgonda,Rampur,8557052434,Coconut,5.79,canal,village spelling mismatch
CORFRM0001560,Naveen Naidu,CORSTR00913,,Andhra Pradesh,Kurnool,Halli,8475938622,Maize,11.61,rainfed,mapped to nearest store
CORFRM0001561,Manoj Pillai,CORSTR00473,CORDLR002406,Karnataka,Bengaluru Urban,Rampur,8608909973,Sugarcane,11.82,rainfed,same mobile in family
CORFRM0001562,Kavya Khan,CORSTR00228,,Andhra Pradesh,Kakinada,Cheruvu,7279539614,Cotton,26.0,canal,mapped to nearest store
CORFRM0001563,Deepak Joseph,CORSTR00590,CORDLR000293,Andhra Pradesh,Visakhapatnam,Cheruvu,8796452396,Chilli,2.78,canal,crop not updated
CORFRM0001564,Lokesh Reddy,CORSTR00212,CORDLR000092,Andhra Pradesh,Kadapa,Rampur,7207918414,Maize,5.52,canal,same mobile in family
CORFRM0001565,Priya Rao,CORSTR01138,,Karnataka,Davanagere,Halli,8452202664,Vegetables,11.87,rainfed,crop not updated
CORFRM0001566,Venkatesh Khan,CORSTR00510,,Andhra Pradesh,Visakhapatnam,Pudur,8207925733,Paddy,30.51,rainfed,village spelling mismatch
CORFRM0001567,Prakash Naidu,CORSTR00531,CORDLR001215,TG,Nizamabad,Pudur,9754775577,Banana,18.6,drip,same mobile in family
CORFRM0001568,Arun Gowda,CORSTR00526,,AP,East Godavari,Kottapalli,8611718360,Coconut,15.63,unknown,same mobile in family
CORFRM0001569,Anand Das,CORSTR00087,,Telangana,Hyderabad,Rampur,6747493342,Turmeric,26.39,rainfed,same mobile in family
CORFRM0001570,Lokesh Babu,CORSTR00923,,Andhra Pradesh,Anantapur,Cheruvu,7495824270,Mango,28.92,drip,crop not updated
CORFRM0001571,Deepak Varma,CORSTR00449,,Karnataka,Bengaluru Urban,Halli,6617500910,Coconut,31.47,rainfed,village spelling mismatch
CORFRM0001572,Bala Patil,CORSTR00741,,Telangana,Khammam,Palem,8704903413,Groundnut,20.12,drip,
CORFRM0001573,Priya Acharya,CORSTR00545,CORDLR002136,Andhra Pradesh,Anantapur,Cheruvu,8793672534,Paddy,10.76,rainfed,village spelling mismatch
CORFRM0001574,Jagan Joseph,CORSTR01012,,Andhra Pradesh,Kakinada,Kottapalli,7593268834,Vegetables,8.51,drip,crop not updated
CORFRM0001575,Priya Prasad,CORSTR00302,CORDLR002318,Telangana,Nizamabad,Cheruvu,,Chilli,2.39,borewell,mapped to nearest store
CORFRM0001576,Sowmya Joseph,CORSTR00600,,Andhra Pradesh,Krishna,Pudur,8869639430,Groundnut,15.7,unknown,
CORFRM0001577,Naveen Naidu,CORSTR00031,CORDLR000366,Andhra Pradesh,Kakinada,Cheruvu,7094378286,Vegetables,9.96,canal,mapped to nearest store
CORFRM0001578,Geetha Acharya,CORSTR00324,CORDLR000309,Andhra Pradesh,Kakinada,Kottapalli,8786953378,Turmeric,32.48,unknown,mapped to nearest store
CORFRM0001579,Deepak Kumar,CORSTR00909,,Telangana,Mahbubnagar,Kottapalli,8903357161,Paddy,27.07,canal,mapped to nearest store
CORFRM0001580,Senthil Das,CORSTR00953,CORDLR000057,Telangana,Nizamabad,Palem,7733217214,Groundnut,15.3,drip,
CORFRM0001581,Meena Nair,CORSTR00754,CORDLR001506,Andhra Pradesh,Kurnool,Cheruvu,6446735814,Paddy,4.18,borewell,same mobile in family
CORFRM0001582,Lakshmi Babu,CORSTR00490,,Andhra Pradesh,Kakinada,Cheruvu,7004770600,Vegetables,6.38,canal,village spelling mismatch
CORFRM0001583,Yusuf Prasad,CORSTR00822,,Telangana,Nalgonda,Kottapalli,8035342536,Mango,3.12,drip,
CORFRM0001584,Ganesh Rao,CORSTR00189,,KA,Shivamogga,Cheruvu,8898186092,Banana,20.85,borewell,mapped to nearest store
CORFRM0001585,Deepak Naidu,CORSTR00313,CORDLR001714,Telangana,Warangal,Palem,9958817763,Cotton,9.14,drip,
CORFRM0001586,Arun Prasad,CORSTR00471,,Karnataka,Raichur,Cheruvu,6085058339,Turmeric,33.02,borewell,village spelling mismatch
CORFRM0001587,Prakash Gowda,CORSTR00760,CORDLR000575,Andhra Pradesh,Prakasam,Halli,9794241444,Paddy,16.5,drip,village spelling mismatch
CORFRM0001588,Prakash Menon,CORSTR00532,,Telangana,Siddipet,Siddipet Rural,8932519544,Coconut,4.84,rainfed,crop not updated
CORFRM0001589,Bala Menon,CORSTR00716,CORDLR001070,Karnataka,Dakshina Kannada,Mangaluru Rural,8696341884,Chilli,29.81,drip,same mobile in family
CORFRM0001590,Ganesh Das,CORSTR00234,CORDLR000526,Telangana,Warangal,Cheruvu,8952904900,Coconut,27.77,rainfed,
CORFRM0001591,Chandra Kumar,CORSTR00862,,Karnataka,Shivamogga,Rampur,7245035434,Paddy,13.94,rainfed,
CORFRM0001592,Meena Patil,CORSTR00814,,Karnataka,Ballari,Rampur,9738122467,Groundnut,23.03,drip,crop not updated
CORFRM0001593,Venkatesh Joseph,CORSTR00080,CORDLR001503,Andhra Pradesh,Guntur,Guntur Rural,0,Coconut,19.15,rainfed,village spelling mismatch
CORFRM0001594,Manoj Gowda,CORSTR01089,,Telangana,Mahbubnagar,Palem,9148996843,Banana,7.01,canal,
CORFRM0001595,Yusuf Acharya,CORSTR00103,CORDLR002629,Telangana,Mahbubnagar,Pudur,8297645931,Banana,34.17,borewell,mapped to nearest store
CORFRM0001596,Lakshmi Khan,CORSTR00423,CORDLR002150,Karnataka,Raichur,Melur,9508440867,Turmeric,15.76,unknown,village spelling mismatch
CORFRM0001597,Irfan Patil,CORSTR00895,CORDLR000293,Andhra Pradesh,Guntur,Pudur,8424299238,Turmeric,22.86,canal,village spelling mismatch
CORFRM0001598,Prakash Joseph,CORSTR00684,,Andhra Pradesh,Kurnool,Halli,7377472067,Groundnut,8.71,canal,crop not updated
CORFRM0001599,Yusuf Babu,CORSTR00586,CORDLR001339,Telangana,Adilabad,Cheruvu,9712160541,Cotton,20.18,borewell,mapped to nearest store
CORFRM0001600,Venkatesh Khan,CORSTR00559,,Karnataka,Davanagere,Melur,8630632144,Mango,20.1,drip,crop not updated
CORFRM0001601,Venkatesh Nair,CORSTR00951,,Andhra Pradesh,Guntur,Kottapalli,6071018069,Vegetables,30.19,canal,same mobile in family
CORFRM0001602,Venkatesh Pillai,CORSTR00681,CORDLR000927,Andhra Pradesh,Krishna,Halli,,Groundnut,12.39,drip,same mobile in family
CORFRM0001603,Karthik Varma,CORSTR00074,,Andhra Pradesh,Anantapur,Pudur,8834308903,Groundnut,34.46,borewell,village spelling mismatch
CORFRM0001604,Senthil Varma,CORSTR00535,,Andhra Pradesh,Prakasam,Ongole Rural,6465029199,Turmeric,20.42,borewell,village spelling mismatch
CORFRM0001605,Irfan Reddy,CORSTR00282,,Telangana,Nizamabad,Palem,6561342868,Chilli,20.85,borewell,mapped to nearest store
CORFRM0001606,Venkatesh Acharya,CORSTR00044,,Andhra Pradesh,Tirupati,Halli,7857790633,Mango,10.99,unknown,same mobile in family
CORFRM0001607,Meena Das,CORSTR01076,,Telangana,Karimnagar,Halli,0,Mango,23.57,unknown,mapped to nearest store
CORFRM0001608,Anand Shetty,CORSTR00613,CORDLR001104,ANDHRA,Kakinada,Palem,9456454288,Mango,11.66,rainfed,village spelling mismatch
CORFRM0001609,Senthil Pillai,CORSTR00520,CORDLR001556,Karnataka,Davanagere,Cheruvu,9765071565,Vegetables,12.24,rainfed,
CORFRM0001610,Deepak Gowda,CORSTR01140,,Andhra Pradesh,Guntur,Palem,8108389370,Sugarcane,1.5,canal,crop not updated
CORFRM0001611,Karthik Rao,CORSTR00743,CORDLR000102,Telangana,Siddipet,Palem,8317771311,Chilli,27.58,borewell,
CORFRM0001612,Ganesh Menon,CORSTR00297,,AP,Tirupati,Palem,6446421263,Banana,33.71,rainfed,crop not updated
CORFRM0001613,Venkatesh Babu,CORSTR00988,CORDLR002171,Telangana,Khammam,Halli,7259594892,Banana,1.76,borewell,mapped to nearest store
CORFRM0001614,Prakash Kumar,CORSTR01078,CORDLR000723,Andhra Pradesh,Kakinada,Halli,6517642791,Chilli,32.73,drip,crop not updated
CORFRM0001615,Manoj Pillai,CORSTR00491,,Andhra Pradesh,Kadapa,Cheruvu,9644138493,Banana,26.77,rainfed,village spelling mismatch
CORFRM0001616,Sanjay Khan,CORSTR00304,,Telangana,Mahbubnagar,Pudur,9050563175,Maize,12.32,unknown,
CORFRM0001617,Venkatesh Joseph,CORSTR00348,,Andhra Pradesh,Guntur,Guntur Rural,8907733509,Chilli,13.14,drip,
CORFRM0001618,Suresh Joseph,CORSTR01083,,Karnataka,Shivamogga,Halli,6902616985,Cotton,20.49,rainfed,same mobile in family
CORFRM0001619,Kavya Babu,CORSTR00381,CORDLR001941,TELANGANA,Khammam,Halli,8057110995,Groundnut,27.52,canal,mapped to nearest store
