contractor_id,contractor_name,mapped_dealer_id,state,city,mobile,tier,specialty,last_training_date,data_quality_note
ASPCON000808,Arun Rao,ASPDLR000632,Tamil Nadu,Tirunelveli,9575436540,Gold,Interior repaint,2025-07-17,inactive but claims points
ASPCON000809,Jagan Reddy,ASPDLR000602,Karnataka,Mangaluru,7805596469,Gold,Luxury,2024-05-01,
ASPCON000810,Geetha Joseph,ASPDLR000809,Tamil Nadu,Tirunelveli,8776015297,Registered,Waterproofing,2023-05-19,
ASPCON000811,Revathi Patil,ASPDLR000640,Andhra Pradesh,Vijayawada,9951452264,Elite,Exterior,,same mobile as helper
ASPCON000812,Sanjay Shetty,ASPDLR000134,Andhra Pradesh,Kurnool,9026973380,Gold,Interior repaint,01/12/2026,same mobile as helper
ASPCON000813,Meena Kumar,ASPDLR000800,Puducherry,Karaikal,7662155506,Gold,Interior repaint,,
ASPCON000814,Lakshmi Iyer,ASPDLR000883,Tamil Nadu,Vellore,6479650310,Registered,Projects,2023-01-16,inactive but claims points
ASPCON000815,Naveen Joseph,ASPDLR000730,Tamil Nadu,Salem,8420875362,Registered,Exterior,,dealer mapping old
ASPCON000816,Meena Nair,ASPDLR000860,Karnataka,Udupi,7551271523,Silver,Projects,,
ASPCON000817,Sanjay Kumar,ASPDLR000127,Karnataka,Udupi,6811752361,Registered,Interior repaint,,inactive but claims points
ASPCON000818,Anand Babu,ASPDLR000597,Tamil Nadu,Kanchipuram,6385478695,Elite,Projects,,same mobile as helper
ASPCON000819,Rafiq Gowda,ASPDLR000671,Karnataka,Udupi,8264232710,Gold,Interior repaint,,inactive but claims points
ASPCON000820,Senthil Nair,ASPDLR000701,Andhra Pradesh,Kurnool,8282330063,Registered,Projects,2023-04-19,inactive but claims points
ASPCON000821,Revathi Prasad,ASPDLR000088,Andhra Pradesh,Guntur,6494164085,Registered,Interior repaint,,
ASPCON000822,Bala Shetty,ASPDLR000571,KARNATAKA,Shivamogga,9623291979,Elite,Luxury,,spelling mismatch
ASPCON000823,Senthil Gowda,ASPDLR000388,KARNATAKA,Raichur,9820302409,Silver,Waterproofing,,inactive but claims points
ASPCON000824,Kavya Acharya,ASPDLR000033,Karnataka,Udupi,6418306577,Elite,Interior repaint,,inactive but claims points
ASPCON000825,Naveen Menon,ASPDLR000027,Kerala,Kollam,8495315442,Elite,Exterior,2025-06-21,inactive but claims points
ASPCON000826,Arun Nair,ASPDLR000833,Telangana,Warangal,6505381233,Dormant,Luxury,2023-11-25,dealer mapping old
ASPCON000827,Hari Babu,ASPDLR000657,Telangana,Khammam,6241430499,Dormant,Waterproofing,2025-07-26,dealer mapping old
ASPCON000828,Lokesh Babu,ASPDLR000767,Andhra Pradesh,Vijayawada,8289892856,Gold,Luxury,2023-04-17,same mobile as helper
ASPCON000829,Lakshmi Gowda,ASPDLR000691,Kerala,Palakkad,8236259544,Dormant,Waterproofing,2024-05-26,
ASPCON000830,Farida Nair,ASPDLR000949,TG,Adilabad,6428618545,Registered,Luxury,2025-05-18,
ASPCON000831,Bala Naidu,ASPDLR000396,Andhra Pradesh,Ongole,6861787261,Registered,Interior repaint,2025-04-11,spelling mismatch
ASPCON000832,Prakash Pillai,ASPDLR000921,Telangana,Nizamabad,9529194192,Registered,Luxury,2023-09-25,spelling mismatch
ASPCON000833,Venkatesh Rao,ASPDLR000778,Andhra Pradesh,Kakinada,8064932014,Elite,Interior repaint,01/01/2025,inactive but claims points
ASPCON000834,Sowmya Pillai,ASPDLR000996,Telangana,Karimnagar,9972253329,Registered,Interior repaint,2025-02-22,same mobile as helper
ASPCON000835,Ganesh Reddy,ASPDLR000149,Telangana,Nizamabad,8611864840,Dormant,Waterproofing,25/02/2026,
ASPCON000836,Manoj Shetty,ASPDLR000034,Andhra Pradesh,Kadapa,6911069587,Gold,Luxury,,dealer mapping old
ASPCON000837,Deepak Shetty,ASPDLR000161,Karnataka,Belagavi,8263376765,Elite,Projects,2023-04-07,same mobile as helper
ASPCON000838,Meena Babu,ASPDLR000465,Tamil Nadu,Salem,9003753591,Silver,Waterproofing,2023-01-31,spelling mismatch
ASPCON000839,Sowmya Patil,ASPDLR000899,Telangana,Nizamabad,7102500168,Registered,Waterproofing,,same mobile as helper
ASPCON000840,Hari Reddy,ASPDLR000202,Telangana,Nizamabad,8750882475,Registered,Exterior,2026-03-18,dealer mapping old
ASPCON000841,Lokesh Khan,ASPDLR000671,TAMILNADU,Trichy,8522058777,Dormant,Exterior,2025-09-13,same mobile as helper
ASPCON000842,Sanjay Naidu,ASPDLR000202,Tamil Nadu,Trichy,6937776454,Silver,Projects,,inactive but claims points
ASPCON000843,Manoj Nair,ASPDLR000207,Telangana,Warangal,8320605822,Registered,Waterproofing,,inactive but claims points
ASPCON000844,Naveen Babu,ASPDLR000751,Tamil Nadu,Tirunelveli,8011445133,Silver,Waterproofing,,
ASPCON000845,Lakshmi Pillai,ASPDLR000728,Telangana,Nalgonda,7958234371,Gold,Interior repaint,07/23/2025,inactive but claims points
ASPCON000846,Meena Pillai,ASPDLR000802,KARNATAKA,Hubballi,7636963794,Gold,Exterior,,inactive but claims points
ASPCON000847,Lakshmi Rao,ASPDLR000487,Kerala,Kochi,8493411706,Registered,Luxury,11/24/2025,inactive but claims points
ASPCON000848,Geetha Kumar,ASPDLR000857,Tamil Nadu,Erode,8242995769,Gold,Interior repaint,2026-01-12,
ASPCON000849,Deepak Kumar,ASPDLR000994,KA,Kalaburagi,6340892781,Gold,Exterior,2025-03-18,inactive but claims points
ASPCON000850,Yusuf Acharya,ASPDLR000680,Karnataka,Davanagere,9298032521,Elite,Exterior,2025-10-12,inactive but claims points
ASPCON000851,Bala Patil,ASPDLR000236,Kerala,Kochi,6136325907,Dormant,Exterior,2024-09-21,same mobile as helper
ASPCON000852,Hari Rao,ASPDLR000769,Telangana,Mahbubnagar,6945645835,Gold,Luxury,2024-02-05,
ASPCON000853,Venkatesh Das,ASPDLR000019,Karnataka,Raichur,6233070695,Gold,Interior repaint,2025-09-22,
ASPCON000854,Meena Prasad,ASPDLR000446,Kerala,Kannur,9966889018,Gold,Waterproofing,2023-12-12,inactive but claims points
ASPCON000855,Jagan Kumar,ASPDLR000344,Andhra Pradesh,Kadapa,7845242732,Registered,Interior repaint,2023-10-29,inactive but claims points
ASPCON000856,Prakash Joseph,ASPDLR000435,Karnataka,Ballari,8742915594,Registered,Interior repaint,2023-03-27,spelling mismatch
ASPCON000857,Manoj Reddy,ASPDLR000132,Karnataka,Tumakuru,8307572847,Gold,Exterior,2023-02-14,spelling mismatch
ASPCON000858,Sanjay Acharya,ASPDLR000963,Tamil Nadu,Coimbatore,NA,Gold,Exterior,2025-07-09,
ASPCON000859,Hari Pillai,ASPDLR000772,TN,Cuddalore,8785921213,Elite,Projects,,inactive but claims points
ASPCON000860,Senthil Menon,ASPDLR000042,Telangana,Karimnagar,7122635499,Gold,Luxury,2023-10-02,spelling mismatch
ASPCON000861,Revathi Gowda,ASPDLR000329,Andhra Pradesh,Anantapur,6399922425,Elite,Waterproofing,2023-12-27,spelling mismatch
ASPCON000862,Naveen Patil,ASPDLR000058,Tamil Nadu,Kanchipuram,8820690529,Gold,Projects,,same mobile as helper
ASPCON000863,Farida Babu,ASPDLR000591,Karnataka,Mysuru,7133201469,Elite,Projects,,inactive but claims points
ASPCON000864,Jagan Reddy,ASPDLR000686,Tamil Nadu,Trichy,7948234565,Silver,Luxury,2024-12-17,same mobile as helper
ASPCON000865,Arun Acharya,ASPDLR000608,Telangana,Khammam,6454221325,Silver,Waterproofing,,dealer mapping old
ASPCON000866,Priya Nair,ASPDLR000840,Tamil Nadu,Hosur,7388763906,Gold,Luxury,2026-01-26,same mobile as helper
ASPCON000867,Manoj Varma,ASPDLR000462,Andhra Pradesh,Ongole,7633752020,Registered,Interior repaint,,dealer mapping old
ASPCON000868,Anand Naidu,ASPDLR000727,Telangana,Khammam,8779376782,Silver,Waterproofing,2024-09-11,same mobile as helper
ASPCON000869,Naveen Shetty,ASPDLR000410,Tamil Nadu,Salem,7742699780,Dormant,Waterproofing,12/21/2024,
ASPCON000870,Naveen Nair,ASPDLR000114,KARNATAKA,Mysuru,8028854744,Silver,Waterproofing,2024-06-26,
ASPCON000871,Lakshmi Reddy,ASPDLR000114,Tamil Nadu,Salem,0,Registered,Exterior,2023-07-05,same mobile as helper
ASPCON000872,Revathi Menon,ASPDLR000654,Tamil Nadu,Vellore,8025382986,Dormant,Waterproofing,,dealer mapping old
ASPCON000873,Sanjay Prasad,ASPDLR000913,Tamil Nadu,Hosur,9117046621,Gold,Interior repaint,2025-12-15,spelling mismatch
ASPCON000874,Kavya Varma,ASPDLR000558,Andhra Pradesh,Vijayawada,9510497711,Gold,Exterior,,spelling mismatch
ASPCON000875,Rafiq Shetty,ASPDLR000141,KARNATAKA,Bengaluru,7843900674,Gold,Exterior,2024-06-04,same mobile as helper
ASPCON000876,Meena Shetty,ASPDLR000220,Karnataka,Raichur,9093700077,Silver,Projects,2024-10-12,inactive but claims points
ASPCON000877,Hari Naidu,ASPDLR000180,Kerala,Kollam,8394227987,Dormant,Luxury,2025-03-30,inactive but claims points
ASPCON000878,Deepak Patil,ASPDLR000169,ANDHRA,Kadapa,7077526282,Elite,Interior repaint,,spelling mismatch
ASPCON000879,Senthil Prasad,ASPDLR000848,Tamil Nadu,Cuddalore,,Elite,Interior repaint,2025-08-27,same mobile as helper
ASPCON000880,Geetha Naidu,ASPDLR000764,Telangana,Karimnagar,9624078553,Gold,Luxury,2024-04-23,dealer mapping old
ASPCON000881,Karthik Naidu,ASPDLR000795,A.P.,Guntur,8377277620,Gold,Exterior,,
ASPCON000882,Geetha Khan,ASPDLR000685,Telangana,Nalgonda,6871436430,Dormant,Waterproofing,,same mobile as helper
ASPCON000883,Jagan Acharya,ASPDLR000682,KERALA,Kollam,9164765805,Registered,Waterproofing,17-Mar-23,
ASPCON000884,Sanjay Pillai,ASPDLR000319,Karnataka,Tumakuru,7566535382,Elite,Projects,2025-05-24,dealer mapping old
ASPCON000885,Farida Kumar,ASPDLR000073,Karnataka,Tumakuru,7141048579,Registered,Luxury,,dealer mapping old
ASPCON000886,Geetha Iyer,ASPDLR000560,Tamil Nadu,Madurai,8928224730,Silver,Exterior,2024-11-02,same mobile as helper
ASPCON000887,Kavya Prasad,ASPDLR000834,ANDHRA,Rajahmundry,6464555575,Elite,Projects,13/08/2024,
ASPCON000888,Arun Babu,ASPDLR000436,Puducherry,Puducherry,9418595503,Dormant,Waterproofing,,dealer mapping old
ASPCON000889,Chandra Acharya,ASPDLR000246,Andhra Pradesh,Rajahmundry,9964986696,Elite,Luxury,2025-05-15,spelling mismatch
ASPCON000890,Prakash Iyer,ASPDLR000422,Puducherry,Karaikal,6822871156,Dormant,Interior repaint,2024-12-03,
ASPCON000891,Prakash Gowda,ASPDLR000783,Andhra Pradesh,Kurnool,7782002837,Silver,Luxury,,spelling mismatch
ASPCON000892,Hari Naidu,ASPDLR000534,Karnataka,Udupi,6883920311,Silver,Waterproofing,11-Oct-24,same mobile as helper
ASPCON000893,Suresh Shetty,ASPDLR000876,Tamil Nadu,Hosur,8115372482,Registered,Interior repaint,,dealer mapping old
ASPCON000894,Sanjay Reddy,ASPDLR000435,Karnataka,Shivamogga,6489491127,Gold,Interior repaint,2024-07-30,same mobile as helper
ASPCON000895,Revathi Pillai,ASPDLR000478,KA,Mysuru,7486775882,Registered,Projects,,dealer mapping old
ASPCON000896,Yusuf Nair,ASPDLR000538,Telangana,Siddipet,9883308217,Dormant,Luxury,2025-08-28,dealer mapping old
ASPCON000897,Prakash Varma,ASPDLR000571,Andhra Pradesh,Nellore,7280415307,Gold,Projects,2024-06-24,same mobile as helper
ASPCON000898,Chandra Shetty,ASPDLR000319,Kerala,Kottayam,7654402536,Elite,Waterproofing,12/01/2026,same mobile as helper
ASPCON000899,Priya Gowda,ASPDLR000866,Karnataka,Raichur,9676941841,Registered,Interior repaint,18/05/2024,inactive but claims points
ASPCON000900,Jagan Prasad,ASPDLR000017,Telangana,Adilabad,9610919959,Gold,Exterior,2023-04-25,spelling mismatch
ASPCON000901,Yusuf Shetty,ASPDLR000400,Tamil Nadu,Salem,9459978988,Dormant,Luxury,12/20/2025,spelling mismatch
ASPCON000902,Senthil Gowda,ASPDLR000159,Karnataka,Bengaluru,9712282186,Elite,Waterproofing,2024-07-24,
ASPCON000903,Manoj Prasad,ASPDLR000236,Telangana,Nizamabad,9447465229,Elite,Luxury,13/10/2024,
ASPCON000904,Kavya Iyer,ASPDLR000136,Tamil Nadu,Kanchipuram,9910477518,Gold,Interior repaint,2023-01-22,spelling mismatch
ASPCON000905,Irfan Khan,ASPDLR000160,Karnataka,Davanagere,6210688729,Gold,Waterproofing,02/21/2024,spelling mismatch
ASPCON000906,Jagan Das,ASPDLR000790,Tamil Nadu,Hosur,6321671541,Gold,Exterior,2025-09-20,spelling mismatch
ASPCON000907,Hari Khan,ASPDLR000587,Andhra Pradesh,Visakhapatnam,8856409051,Gold,Interior repaint,,same mobile as helper
ASPCON000908,Deepak Prasad,ASPDLR000390,Andhra Pradesh,Kurnool,9954544030,Registered,Exterior,,inactive but claims points
ASPCON000909,Sowmya Prasad,ASPDLR000804,Karnataka,Ballari,6469352416,Dormant,Luxury,2025-01-30,dealer mapping old
ASPCON000910,Geetha Babu,ASPDLR000556,Karnataka,Udupi,8259291277,Silver,Exterior,2025-11-08,same mobile as helper
ASPCON000911,Suresh Naidu,ASPDLR000956,Telangana,Siddipet,9782946805,Elite,Interior repaint,,spelling mismatch
ASPCON000912,Geetha Naidu,ASPDLR000013,A.P.,Ongole,6509728648,Silver,Waterproofing,,dealer mapping old
ASPCON000913,Naveen Acharya,ASPDLR000547,Tamil Nadu,Thanjavur,9217535677,Gold,Projects,01/24/2025,dealer mapping old
ASPCON000914,Sanjay Joseph,ASPDLR000716,Andhra Pradesh,Visakhapatnam,9360645706,Dormant,Exterior,11/24/2024,dealer mapping old
ASPCON000915,Anand Rao,ASPDLR000974,Telangana,Nizamabad,8925080622,Dormant,Interior repaint,2024-10-05,inactive but claims points
ASPCON000916,Naveen Das,ASPDLR000641,KL,Kollam,7873090975,Gold,Exterior,,same mobile as helper
ASPCON000917,Suresh Patil,ASPDLR000819,Tamil Nadu,Tirunelveli,8557991105,Dormant,Interior repaint,2025-12-09,dealer mapping old
ASPCON000918,Rafiq Gowda,ASPDLR000384,Andhra Pradesh,Ongole,8637921105,Registered,Projects,,spelling mismatch
ASPCON000919,Lakshmi Iyer,ASPDLR000573,Puducherry,Puducherry,8358249602,Elite,Exterior,,dealer mapping old
ASPCON000920,Chandra Pillai,ASPDLR000419,Andhra Pradesh,Ongole,9310451803,Elite,Projects,,spelling mismatch
ASPCON000921,Meena Pillai,ASPDLR000355,Tamil Nadu,Kanchipuram,6782179013,Elite,Exterior,,inactive but claims points
ASPCON000922,Irfan Khan,ASPDLR000908,Telangana,Hyderabad,8369875942,Dormant,Interior repaint,2024-09-17,inactive but claims points
ASPCON000923,Manoj Babu,ASPDLR000700,Tamil Nadu,Chennai,8909507430,Elite,Exterior,2026-03-01,spelling mismatch
ASPCON000924,Naveen Menon,ASPDLR000881,TS,Hyderabad,7196277773,Gold,Luxury,2025-01-13,same mobile as helper
ASPCON000925,Bala Varma,ASPDLR000161,Tamil Nadu,Madurai,7826787908,Dormant,Projects,2024-03-23,inactive but claims points
ASPCON000926,Sowmya Reddy,ASPDLR000905,Kerala,Thiruvananthapuram,9705409366,Gold,Projects,,
ASPCON000927,Naveen Naidu,ASPDLR000767,Andhra Pradesh,Kurnool,6827650056,Silver,Projects,2023-05-22,same mobile as helper
ASPCON000928,Meena Menon,ASPDLR000302,Telangana,Adilabad,9842011144,Silver,Projects,2025-09-12,spelling mismatch
ASPCON000929,Farida Khan,ASPDLR000398,Telangana,Mahbubnagar,6605075162,Dormant,Exterior,,
ASPCON000930,Senthil Kumar,ASPDLR000358,Andhra Pradesh,Visakhapatnam,8464928964,Gold,Interior repaint,,dealer mapping old
ASPCON000931,Manoj Acharya,ASPDLR000515,Andhra Pradesh,Kurnool,9300352723,Silver,Projects,2023-03-14,
ASPCON000932,Bala Das,ASPDLR000239,Puducherry,Puducherry,9938439905,Dormant,Luxury,12/02/2024,spelling mismatch
ASPCON000933,Karthik Patil,ASPDLR000140,Karnataka,Ballari,9273959950,Silver,Waterproofing,2025-07-24,dealer mapping old
ASPCON000934,Hari Reddy,ASPDLR000933,Karnataka,Mangaluru,7789735393,Dormant,Luxury,,inactive but claims points
ASPCON000935,Ganesh Prasad,ASPDLR000461,Tamil Nadu,Hosur,7850719226,Dormant,Exterior,,dealer mapping old
ASPCON000936,Deepak Pillai,ASPDLR000122,Karnataka,Tumakuru,7282235838,Silver,Interior repaint,,inactive but claims points
ASPCON000937,Priya Joseph,ASPDLR000344,Karnataka,Mysuru,8750500540,Elite,Exterior,2024-06-08,
ASPCON000938,Jagan Nair,ASPDLR000776,Karnataka,Kalaburagi,9879082854,Elite,Interior repaint,2023-01-27,dealer mapping old
ASPCON000939,Yusuf Khan,ASPDLR000952,Tamil Nadu,Coimbatore,6875363818,Registered,Projects,2024-10-08,
ASPCON000940,Meena Shetty,ASPDLR000290,Telangana,Karimnagar,0,Dormant,Projects,31/03/2024,inactive but claims points
ASPCON000941,Lokesh Pillai,ASPDLR000628,Andhra Pradesh,Tirupati,6242929802,Elite,Luxury,07/06/2023,spelling mismatch
ASPCON000942,Jagan Pillai,ASPDLR000744,Tamil Nadu,Chennai,9994486086,Dormant,Waterproofing,2023-08-24,
ASPCON000943,Deepak Shetty,ASPDLR000529,Karnataka,Ballari,9091964887,Registered,Interior repaint,2025-06-07,spelling mismatch
ASPCON000944,Ganesh Prasad,ASPDLR000447,Andhra Pradesh,Kadapa,7482840648,Silver,Waterproofing,2024-05-16,spelling mismatch
ASPCON000945,Karthik Varma,ASPDLR000207,Puducherry,Puducherry,7216868377,Elite,Luxury,2023-10-13,
ASPCON000946,Chandra Nair,ASPDLR000466,Andhra Pradesh,Nellore,9253265360,Elite,Exterior,2025-01-29,inactive but claims points
ASPCON000947,Hari Khan,ASPDLR000834,Telangana,Suryapet,6818822286,Dormant,Projects,2024-12-17,spelling mismatch
ASPCON000948,Manoj Joseph,ASPDLR000168,Andhra Pradesh,Visakhapatnam,6198482185,Dormant,Luxury,,dealer mapping old
ASPCON000949,Kavya Naidu,ASPDLR000022,TS,Warangal,7038864381,Dormant,Exterior,2024-05-22,dealer mapping old
ASPCON000950,Farida Naidu,ASPDLR000296,Telangana,Nalgonda,8710813435,Registered,Interior repaint,2023-12-11,dealer mapping old
ASPCON000951,Ganesh Nair,ASPDLR000367,Kerala,Thrissur,7120360247,Gold,Luxury,2024-02-21,
ASPCON000952,Priya Reddy,ASPDLR000531,KA,Davanagere,9599214789,Silver,Exterior,2025-04-29,spelling mismatch
ASPCON000953,Irfan Shetty,ASPDLR000561,Andhra Pradesh,Kurnool,7698069601,Registered,Interior repaint,,inactive but claims points
ASPCON000954,Irfan Gowda,ASPDLR000126,Karnataka,Raichur,7031859705,Dormant,Projects,2025-09-19,
ASPCON000955,Irfan Menon,ASPDLR000674,Telangana,Adilabad,9794327170,Silver,Luxury,2023-12-16,same mobile as helper
ASPCON000956,Senthil Rao,ASPDLR000580,Telangana,Siddipet,7688037101,Gold,Exterior,,inactive but claims points
ASPCON000957,Yusuf Menon,ASPDLR000926,AP,Kurnool,9617521093,Gold,Interior repaint,2024-10-22,dealer mapping old
ASPCON000958,Irfan Patil,ASPDLR000300,Andhra Pradesh,Anantapur,6191742236,Dormant,Luxury,2024-12-14,same mobile as helper
ASPCON000959,Geetha Naidu,ASPDLR000681,Karnataka,Hubballi,6802328598,Gold,Exterior,,inactive but claims points
ASPCON000960,Manoj Rao,ASPDLR000065,Andhra Pradesh,Guntur,6148692857,Silver,Interior repaint,2024-06-07,inactive but claims points
ASPCON000961,Farida Naidu,ASPDLR000656,TELANGANA,Hyderabad,9846674675,Gold,Luxury,2025-06-13,
ASPCON000962,Manoj Joseph,ASPDLR000986,Telangana,Karimnagar,9954034281,Silver,Projects,,spelling mismatch
ASPCON000963,Chandra Patil,ASPDLR000699,Karnataka,Raichur,8192244968,Elite,Waterproofing,,spelling mismatch
ASPCON000964,Farida Babu,ASPDLR000462,KL,Thrissur,8745058940,Elite,Luxury,05/22/2023,same mobile as helper
ASPCON000965,Hari Khan,ASPDLR000747,Tamil Nadu,Chennai,8805225335,Registered,Luxury,2024-05-30,spelling mismatch
ASPCON000966,Senthil Iyer,ASPDLR000589,Karnataka,Hubballi,6675892386,Gold,Projects,2025-03-31,dealer mapping old
ASPCON000967,Sanjay Pillai,ASPDLR000521,Karnataka,Davanagere,9619446527,Silver,Exterior,2024-11-21,inactive but claims points
ASPCON000968,Chandra Reddy,ASPDLR000565,Andhra Pradesh,Rajahmundry,NA,Elite,Projects,2023-09-05,spelling mismatch
ASPCON000969,Lakshmi Gowda,ASPDLR000621,Karnataka,Raichur,9784931472,Elite,Projects,,dealer mapping old
ASPCON000970,Farida Menon,ASPDLR000755,Karnataka,Ballari,9327156399,Silver,Interior repaint,,spelling mismatch
ASPCON000971,Irfan Kumar,ASPDLR000454,Telangana,Hyderabad,9635569238,Registered,Interior repaint,22/10/2024,spelling mismatch
ASPCON000972,Lakshmi Prasad,ASPDLR000756,Andhra Pradesh,Anantapur,9788947677,Silver,Waterproofing,2024-09-26,spelling mismatch
ASPCON000973,Deepak Rao,ASPDLR000734,Tamil Nadu,Salem,8892729659,Dormant,Interior repaint,,
ASPCON000974,Naveen Iyer,ASPDLR000132,Tamil Nadu,Madurai,7397413254,Gold,Exterior,10/20/2024,spelling mismatch
ASPCON000975,Priya Joseph,ASPDLR000441,Telangana,Warangal,7484330856,Gold,Waterproofing,23-Mar-25,
ASPCON000976,Jagan Kumar,ASPDLR000744,Tamil Nadu,Erode,8379798186,Dormant,Projects,2025-12-29,dealer mapping old
ASPCON000977,Karthik Gowda,ASPDLR000032,Tamil Nadu,Kanchipuram,6991576056,Elite,Luxury,2025-04-08,same mobile as helper
ASPCON000978,Senthil Babu,ASPDLR000107,Andhra Pradesh,Ongole,8985020772,Elite,Projects,03/07/2024,spelling mismatch
ASPCON000979,Lokesh Patil,ASPDLR000795,Tamil Nadu,Coimbatore,9154633835,Dormant,Waterproofing,,spelling mismatch
ASPCON000980,Kavya Shetty,ASPDLR000926,Tamil Nadu,Chennai,7464104788,Elite,Exterior,08/18/2023,same mobile as helper
ASPCON000981,Revathi Shetty,ASPDLR000451,Karnataka,Mysuru,7245684223,Gold,Interior repaint,2024-03-27,same mobile as helper
ASPCON000982,Revathi Acharya,ASPDLR000061,Karnataka,Shivamogga,8368050499,Silver,Projects,2025-03-08,
ASPCON000983,Priya Reddy,ASPDLR000033,TELANGANA,Karimnagar,8190978965,Gold,Projects,2025-12-08,spelling mismatch
ASPCON000984,Senthil Naidu,ASPDLR000475,Telangana,Siddipet,9999999999,Elite,Projects,03/24/2025,same mobile as helper
ASPCON000985,Deepak Babu,ASPDLR000347,Tamil Nadu,Trichy,7538252477,Dormant,Projects,2024-01-02,same mobile as helper
ASPCON000986,Sowmya Acharya,ASPDLR000935,Telangana,Karimnagar,8662420336,Gold,Waterproofing,,same mobile as helper
ASPCON000987,Ganesh Rao,ASPDLR000715,Tamil Nadu,Tirunelveli,8908807094,Gold,Waterproofing,2023-12-19,inactive but claims points
ASPCON000988,Karthik Naidu,ASPDLR000225,Karnataka,Belagavi,8729598285,Registered,Projects,,
ASPCON000989,Ganesh Khan,ASPDLR000529,Karnataka,Ballari,6301757164,Dormant,Projects,2024-05-23,spelling mismatch
ASPCON000990,Naveen Babu,ASPDLR000493,Karnataka,Shivamogga,8713916167,Dormant,Waterproofing,28/09/2025,same mobile as helper
ASPCON000991,Sowmya Menon,ASPDLR000886,Andhra Pradesh,Ongole,7178481844,Gold,Exterior,2025-07-21,
ASPCON000992,Anand Iyer,ASPDLR000397,Karnataka,Belagavi,9655999328,Elite,Luxury,,
ASPCON000993,Anand Babu,ASPDLR000188,Andhra Pradesh,Visakhapatnam,8153161251,Elite,Interior repaint,2025-06-14,dealer mapping old
ASPCON000994,Naveen Kumar,ASPDLR000149,Karnataka,Kalaburagi,7620585834,Dormant,Exterior,,dealer mapping old
ASPCON000995,Farida Patil,ASPDLR000196,Andhra Pradesh,Kurnool,6915351962,Registered,Waterproofing,,spelling mismatch
ASPCON000996,Lokesh Naidu,ASPDLR000839,Kerala,Alappuzha,6505435272,Silver,Waterproofing,2023-01-24,
ASPCON000997,Ganesh Das,ASPDLR000746,Tamil Nadu,Vellore,7569599046,Silver,Waterproofing,2024-02-15,spelling mismatch
ASPCON000998,Farida Reddy,ASPDLR000710,Tamil Nadu,Chennai,6610507867,Registered,Interior repaint,2023-08-15,spelling mismatch
ASPCON000999,Ganesh Naidu,ASPDLR000661,Telangana,Adilabad,8602931823,Silver,Interior repaint,,inactive but claims points
ASPCON001000,Rafiq Khan,ASPDLR000722,Telangana,Nizamabad,7282291345,Registered,Waterproofing,,spelling mismatch
ASPCON001001,Suresh Iyer,ASPDLR000418,Karnataka,Tumakuru,8500326215,Elite,Waterproofing,2025-04-30,
ASPCON001002,Arun Shetty,ASPDLR000682,Telangana,Siddipet,9313315527,Silver,Exterior,,inactive but claims points
ASPCON001003,Sowmya Babu,ASPDLR000813,Tamil Nadu,Cuddalore,6517392595,Elite,Interior repaint,2023-10-18,inactive but claims points
ASPCON001004,Naveen Iyer,ASPDLR000860,Karnataka,Mangaluru,6168140619,Gold,Exterior,2025-04-16,same mobile as helper
ASPCON001005,Karthik Gowda,ASPDLR000655,Karnataka,Belagavi,9369306115,Elite,Luxury,2023-06-23,spelling mismatch
ASPCON001006,Lakshmi Kumar,ASPDLR000197,Tamil Nadu,Cuddalore,8064602538,Elite,Waterproofing,2023-12-24,inactive but claims points
ASPCON001007,Deepak Prasad,ASPDLR000904,TG,Hyderabad,8758602655,Dormant,Projects,2025-01-21,
ASPCON001008,Prakash Kumar,ASPDLR000744,Andhra Pradesh,Kurnool,7762512728,Registered,Exterior,2024-04-26,dealer mapping old
ASPCON001009,Sanjay Menon,ASPDLR000062,Karnataka,Ballari,7512742246,Silver,Interior repaint,08/06/2023,inactive but claims points
ASPCON001010,Naveen Naidu,ASPDLR000108,Andhra Pradesh,Tirupati,6562746381,Silver,Waterproofing,2026-01-06,inactive but claims points
ASPCON001011,Bala Gowda,ASPDLR000537,Telangana,Suryapet,7619492178,Registered,Interior repaint,,dealer mapping old
ASPCON001012,Anand Acharya,ASPDLR000052,Telangana,Adilabad,8230807373,Gold,Luxury,2026-01-11,dealer mapping old
ASPCON001013,Venkatesh Reddy,ASPDLR000843,Andhra Pradesh,Vijayawada,6874805122,Silver,Waterproofing,2025-04-16,same mobile as helper
ASPCON001014,Sowmya Khan,ASPDLR000057,Tamil Nadu,Kanchipuram,6694747479,Dormant,Waterproofing,06/21/2023,
ASPCON001015,Arun Iyer,ASPDLR000024,Karnataka,Hubballi,9685199442,Elite,Projects,2023-10-26,spelling mismatch
ASPCON001016,Priya Kumar,ASPDLR000897,Karnataka,Davanagere,7586020857,Gold,Luxury,,same mobile as helper
ASPCON001017,Lokesh Gowda,ASPDLR000671,TS,Mahbubnagar,8649703207,Silver,Interior repaint,2025-06-04,dealer mapping old
ASPCON001018,Rafiq Shetty,ASPDLR000505,Tamil Nadu,Cuddalore,6853971056,Registered,Waterproofing,,same mobile as helper
ASPCON001019,Arun Menon,ASPDLR000027,Tamil Nadu,Trichy,7972868549,Dormant,Waterproofing,2025-03-12,inactive but claims points
ASPCON001020,Yusuf Shetty,ASPDLR000182,Telangana,Suryapet,8000660141,Dormant,Waterproofing,,dealer mapping old
